register_id;name;created;modified;addresses_road_name;addresses_start_street_number;addresses_end_street_number;neighborhood_id;neighborhood_name;district_id;district_name;zip_code;addresses_town;geo_epgs_25831_x;geo_epgs_25831_y;geo_epgs_4326_x;geo_epgs_4326_y
﻿99180125327;Cinesa Diagonal *C. Lúdic Diagonal;29.06.99 00:00;20.07.21 10:46;Carrer de Santa Fe de Nou Mèxic;18;;26;Sant Gervasi - Galvany;5;Sarrià-Sant Gervasi;8017;Barcelona;4,27886E+15;4,58289E+15;4,13943E+15;2,13738E+16
﻿92086006167;Teatre;06.05.86 00:00;17.09.22 04:01;C Ganduxer;85;;24;les Tres Torres;5;Sarrià-Sant Gervasi;8022;BARCELONA;4,27575E+15;4,58352E+15;4,14E+16;2,13358E+16
﻿92086014636;Teatre Victòria;30.10.85 00:00;20.09.22 14:12;Av Paral.lel;65;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,30531E+15;4,5807E+15;4,13748E+15;2,16926E+16
﻿92086010464;Teatre;23.04.86 00:00;17.09.22 04:13;C Torre d'en Damians;6;;15;Hostafrancs;3;Sants-Montjuïc;8014;BARCELONA;4,28472E+15;4,58081E+15;4,13756E+16;2,14463E+16
﻿92086002473;Teatre;15.04.88 00:00;17.09.22 03:51;C Rector Triadó;53;;15;Hostafrancs;3;Sants-Montjuïc;8014;BARCELONA;4,28356E+15;4,58106E+15;4,13779E+15;2,14322E+16
﻿92086000123;Teatre Grec;04.07.89 00:00;25.09.22 13:32;Pg Santa Madrona;36;;11;el Poble-sec;3;Sants-Montjuïc;8038;BARCELONA;4,29622E+16;4,57997E+15;4,13681E+15;2,15848E+15
﻿92086000139;Palau d'Esports **Tancat;09.10.89 00:00;01.04.22 14:13;C Guàrdia Urbana;7;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,29288E+16;4,58033E+15;4,13714E+16;2,15445E+15
﻿92086000452;Sala de Cinema;28.04.86 00:00;17.09.22 03:44;Av Drassanes;14;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30879E+15;4,58092E+15;4,13769E+16;2,17341E+14
﻿75990119885;Jove Teatre Regina;18.09.96 00:00;17.09.22 03:04;C Sèneca;22;;31;la Vila de Gràcia;6;Gràcia;8006;BARCELONA;4,29459E+16;4,58316E+15;4,13969E+15;2,15617E+16
﻿159174943;Cinesa *La Maquinista;07.06.00 00:00;19.07.21 14:16;Carrer de Potosí;2;;59;el Bon Pastor;9;Sant Andreu;8030;Barcelona;4,33191E+14;4,58822E+15;4,14428E+15;2,20024E+15
﻿99400654904;Sala Clan Destino Mental;10.07.20 11:00;17.09.22 11:15;C Constitució;82;;16;la Bordeta;3;Sants-Montjuïc;8014;BARCELONA;4,27681E+15;4,58017E+14;4,13698E+15;2,13526E+15
﻿2086161222;Cinemes Renoir *Floridablanca;27.03.02 00:00;19.07.21 14:13;Carrer de Floridablanca;135;;10;Sant Antoni;2;Eixample;8011;Barcelona;4,29979E+16;4,58147E+15;4,13817E+14;2,16257E+15
﻿92086011802;Filmoteca de Catalunya;16.06.87 00:00;01.09.21 13:22;Plaça de Salvador Seguí;1;;1;el Raval;1;Ciutat Vella;8001;Barcelona;4,30682E+15;4,58112E+15;4,13786E+16;2,17103E+15
﻿92086003206;Teatre;26.06.85 00:00;17.09.22 03:53;C Astúries;83;;31;la Vila de Gràcia;6;Gràcia;8024;BARCELONA;4,29489E+15;4,58403E+15;4,14047E+15;2,15642E+16
﻿75990416212;Lluïsos de Gràcia;03.12.96 00:00;13.01.22 09:54;Plaça del Nord;7;;31;la Vila de Gràcia;6;Gràcia;8024;Barcelona;4,29421E+15;4,58432E+14;4,14073E+13;2,15557E+16
﻿92086010369;Teatre;22.04.86 00:00;17.09.22 04:12;C Ramon Batlle;2;;60;Sant Andreu;9;Sant Andreu;8030;BARCELONA;4,32296E+16;4,587E+15;4,14317E+16;2,18967E+16
﻿98197085714;Sala Tallers;16.07.98 00:00;17.09.22 05:41;Pl Arts;1;;5;el Fort Pienc;2;Eixample;8013;BARCELONA;4,31965E+15;4,58345E+15;4,13997E+16;2,18611E+16
﻿99400610236;Sala Ars Teatre BCN;05.10.18 12:18;22.11.22 10:16;C Jonqueres;15;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;4,30933E+16;4,58222E+15;4,13885E+16;2,1739E+16
﻿99400055624;Teatre;31.07.03 12:24;17.09.22 06:04;C Siracusa;53;;31;la Vila de Gràcia;6;Gràcia;8012;BARCELONA;4,29873E+15;4,58373E+15;4,14021E+15;2,16105E+16
﻿93202181153;Teatre;21.07.93 00:00;17.09.22 05:04;Lluís Borrassà;16;;70;el Besòs i el Maresme;10;Sant Martí;8019;BARCELONA;4,34671E+15;4,58518E+14;4,14155E+15;2,21829E+15
﻿99400263571;Teatre Sala Atrium;24.01.11 13:56;22.11.22 12:32;C Consell de Cent;435;;7;la Dreta de l'Eixample;2;Eixample;8009;BARCELONA;4,3093E+16;4,58319E+15;4,13973E+15;2,17376E+16
﻿99400364152;Auditori Sant Martí;24.11.14 10:27;16.09.22 10:24;Pl Angeleta Ferrer;2;;72;Sant Martí de Provençals;10;Sant Martí;8020;BARCELONA;4,33071E+16;4,58527E+14;4,14162E+16;2,19913E+16
﻿99400364152;Auditori Sant Martí;24.11.14 10:27;16.09.22 10:24;Pl Angeleta Ferrer;2;;72;Sant Martí de Provençals;10;Sant Martí;8020;BARCELONA;4,33071E+16;4,58527E+14;4,14162E+16;2,19913E+16
﻿92086015478;Teatre;24.04.86 00:00;17.09.22 04:25;C Muntanya;62;;64;el Camp de l'Arpa del Clot;10;Sant Martí;8026;BARCELONA;4,31876E+16;4,58482E+15;4,14121E+16;2,18488E+15
﻿75990212279;Sant Andreu Teatre;18.09.96 00:00;17.09.22 03:14;C Neopàtria;54;;60;Sant Andreu;9;Sant Andreu;8030;BARCELONA;4,32233E+16;4,58688E+15;4,14306E+15;2,18892E+16
﻿62172326;Auditori;02.03.00 00:00;17.09.22 02:14;Pl Pau Vila;1;;3;la Barceloneta;1;Ciutat Vella;8039;BARCELONA;4,31926E+16;4,58135E+15;4,13808E+15;2,18587E+16
﻿99400504551;Recursos d'Animació Intercultural RAI;17.05.17 13:58;17.09.22 08:59;C Carders;12;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;4,31448E+16;4,58195E+15;4,13862E+15;2,18009E+16
﻿99400504551;Recursos d'Animació Intercultural RAI;17.05.17 13:58;17.09.22 08:59;C Carders;12;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;4,31448E+16;4,58195E+15;4,13862E+15;2,18009E+16
﻿99400466662;Baixos 22;30.09.16 00:00;17.09.22 08:46;C Flors;22;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30374E+16;4,58083E+15;4,1376E+15;2,16738E+15
﻿75990343578;Tantarantana Teatre;18.09.96 00:00;20.09.22 10:54;C Flors;22;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30374E+16;4,58083E+15;4,1376E+15;2,16738E+15
﻿75990406630;Yelmo Cines Icària;18.09.96 00:00;20.07.21 10:56;Carrer de Salvador Espriu;61;;67;la Vila Olímpica del Poblenou;10;Sant Martí;8005;Barcelona;4,32939E+16;4,58247E+15;4,13909E+15;2,19787E+16
﻿92168152612;Teatre Tívoli;30.05.84 00:00;17.09.22 04:51;Casp;8;;7;la Dreta de l'Eixample;2;Eixample;8010;BARCELONA;4,30669E+15;4,58228E+15;4,13891E+15;2,17074E+14
﻿92168176523;Teatre del  Raval;17.12.91 00:00;22.11.22 10:18;C Sant Antoni Abat;12;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30199E+15;4,58121E+15;4,13794E+15;2,16523E+16
﻿99400589817;Zumzeig Cinecooperativa;18.04.18 15:49;30.05.22 14:19;Carrer de Béjar;53;;15;Hostafrancs;3;Sants-Montjuïc;8014;Barcelona;4,28512E+16;4,581E+15;4,13774E+14;2,14508E+15
﻿99026100242;Auditori Maria Dolors Camprubí;26.01.99 00:00;15.07.22 13:48;C Dolors Masferrer i Bosch;33;;19;les Corts;4;Les Corts;8028;BARCELONA;4,2712E+16;4,58184E+14;4,13848E+15;2,12834E+16
﻿99400307522;Atelier Barcelona;20.12.12 16:18;17.09.22 07:51;C Abaixadors;10;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;4,31538E+16;4,58161E+15;4,13831E+15;2,18121E+16
﻿99400038445;Espai Escènic Tísner;29.04.03 10:24;17.09.22 06:01;C Viladomat;2;;10;Sant Antoni;2;Eixample;8015;BARCELONA;4,30004E+15;4,58079E+15;4,13756E+15;2,16295E+16
﻿99400073713;Sala Ovidi Montllor;17.02.04 08:54;17.09.22 06:10;Pl Margarida Xirgu;1;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,29538E+16;4,58025E+15;4,13707E+15;2,15745E+16
﻿99400025390;Sala de Projecció 35mm;05.11.02 12:10;17.09.22 05:59;C Moià;8;;26;Sant Gervasi - Galvany;5;Sarrià-Sant Gervasi;8006;BARCELONA;4,29092E+16;4,58299E+14;4,13953E+15;2,1518E+15
﻿97330132911;Sala Sebastià Gasch;26.11.97 00:00;17.09.22 05:35;Lleida;59;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,29523E+16;4,58023E+15;4,13705E+16;2,15727E+15
﻿97315093326;Sala Petita;11.11.97 00:00;17.09.22 05:35;Pl Arts;1;;5;el Fort Pienc;2;Eixample;8013;BARCELONA;4,31965E+15;4,58345E+15;4,13997E+16;2,18611E+16
﻿99400198988;Comedianet;24.01.08 10:38;17.09.22 06:55;Ptge Sert;10;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;4,31179E+16;4,5823E+15;4,13893E+15;2,17684E+16
﻿99400222930;Teatre Golem's;12.03.09 11:04;22.11.22 12:55;Carrer de Sant Lluís;64;;31;la Vila de Gràcia;6;Gràcia;8024;Barcelona;4,29909E+16;4,58418E+15;4,14061E+15;2,16142E+15
﻿93201200711;Teatre;20.07.93 00:00;17.09.22 05:04;C Sant Sebastià;55;;60;Sant Andreu;9;Sant Andreu;8030;BARCELONA;4,32478E+16;4,58666E+15;4,14286E+15;2,19188E+16
﻿97314144540;Teatre Nacional de Catalunya;10.11.97 00:00;04.10.21 09:01;Plaça de les Arts;1;;5;el Fort Pienc;2;Eixample;8013;Barcelona;4,31965E+15;4,58345E+15;4,13997E+16;2,18611E+16
﻿92086005606;Teatre;22.04.86 00:00;17.09.22 04:00;C Alt de Mariner;15;;43;Horta;7;Horta-Guinardó;8032;BARCELONA;4,29773E+16;4,58695E+15;4,1431E+15;2,15948E+15
﻿93196143039;Teatre;15.07.93 00:00;17.09.22 05:04;C Balmes;208;;26;Sant Gervasi - Galvany;5;Sarrià-Sant Gervasi;8006;BARCELONA;4,29102E+15;4,58327E+15;4,13978E+15;2,15188E+15
﻿99400164758;Teatre;12.07.06 11:17;17.09.22 06:37;Pl Josep M. Huertas Claveria;1;;68;el Poblenou;10;Sant Martí;8005;BARCELONA;4,33173E+15;4,58388E+16;4,14037E+15;2,20051E+14
﻿99400164759;Teatre;12.07.06 11:21;17.09.22 06:37;G.V. Corts Catalanes;837;;65;el Clot;10;Sant Martí;8018;BARCELONA;4,32168E+16;4,58403E+15;4,14049E+15;2,18846E+15
﻿99400164759;Teatre;12.07.06 11:21;17.09.22 06:37;G.V. Corts Catalanes;837;;65;el Clot;10;Sant Martí;8018;BARCELONA;4,32168E+16;4,58403E+15;4,14049E+15;2,18846E+15
﻿98097151404;L'Auditori de Barcelona;07.04.98 00:00;26.11.21 09:43;Carrer de Lepant;150;;5;el Fort Pienc;2;Eixample;8013;Barcelona;4,31885E+15;4,58335E+14;4,13988E+16;2,18516E+15
﻿98097151404;L'Auditori de Barcelona;07.04.98 00:00;26.11.21 09:43;Carrer de Lepant;150;;5;el Fort Pienc;2;Eixample;8013;Barcelona;4,31885E+15;4,58335E+14;4,13988E+16;2,18516E+15
﻿99400164971;Sala de teatre;14.07.06 10:29;17.09.22 06:37;València;302;;7;la Dreta de l'Eixample;2;Eixample;8009;BARCELONA;4,30271E+16;4,58289E+14;4,13945E+16;2,1659E+16
﻿299170336;Teatre Estudi;25.10.00 00:00;17.09.22 02:19;Pl Margarida Xirgu;1;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,29538E+16;4,58025E+15;4,13707E+15;2,15745E+16
﻿75990133975;Villarroel Teatre;18.09.96 00:00;22.11.22 12:30;Villarroel;87;;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8011;BARCELONA;4,29559E+15;4,58179E+15;4,13845E+15;2,15752E+15
﻿75990162559;Teatre Condal;18.09.96 00:00;22.11.22 12:51;Av Paral.lel;91;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,30151E+16;4,5807E+15;4,13748E+16;2,16473E+16
﻿299170435;Auditori;25.10.00 00:00;17.09.22 02:19;Pl Margarida Xirgu;1;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,29538E+16;4,58025E+15;4,13707E+15;2,15745E+16
﻿75990147320;Teatre Coliseum;18.09.96 00:00;17.09.22 03:08;G.V. Corts Catalanes;595;;7;la Dreta de l'Eixample;2;Eixample;8007;BARCELONA;4,30287E+14;4,58219E+15;4,13882E+16;2,16618E+15
﻿1257094507;Cinesa SOM Multiespai;14.09.01 00:00;20.07.21 10:48;Avinguda de Rio de Janeiro;42;;45;Porta;8;Nou Barris;8016;Barcelona;4,31579E+15;4,58739E+15;4,14351E+15;2,18104E+16
﻿75990090931;Luz de Gas;18.09.96 00:00;17.09.22 02:56;C Muntaner;246;;26;Sant Gervasi - Galvany;5;Sarrià-Sant Gervasi;8021;BARCELONA;4,28863E+15;4,58291E+15;4,13946E+15;2,14906E+16
﻿75990090931;Luz de Gas;18.09.96 00:00;17.09.22 02:56;C Muntaner;246;;26;Sant Gervasi - Galvany;5;Sarrià-Sant Gervasi;8021;BARCELONA;4,28863E+15;4,58291E+15;4,13946E+15;2,14906E+16
﻿99400347711;"Sala Gran ""La Claca""";16.07.14 00:00;17.09.22 08:07;C Sant Antoni Maria Claret;120;;6;la Sagrada Família;2;Eixample;8025;BARCELONA;4,30587E+12;4,58432E+14;4,14075E+15;2,16952E+15
﻿99400347712;"Sala Gran ""Teresa Calafell""";16.07.14 00:00;17.09.22 08:07;C Sant Antoni Maria Claret;120;;6;la Sagrada Família;2;Eixample;8025;BARCELONA;4,30587E+12;4,58432E+14;4,14075E+15;2,16952E+15
﻿75990063415;Cinema Comèdia;18.09.96 00:00;19.07.21 14:08;Passeig de Gràcia;13;;7;la Dreta de l'Eixample;2;Eixample;8007;Barcelona;4,30412E+16;4,58234E+15;4,13896E+16;2,16766E+16
﻿2071125357;Saló del Tinell;12.03.02 00:00;11.03.22 14:20;Plaça del Rei;9;;2;el Barri Gòtic;1;Ciutat Vella;8002;Barcelona;4,31209E+15;4,58175E+15;4,13843E+15;2,17726E+16
﻿75990429331;Sala Versus Glòries;01.03.97 00:00;22.11.22 12:28;Castillejos;179;;5;el Fort Pienc;2;Eixample;8013;BARCELONA;4,31785E+15;4,58372E+15;4,14021E+15;2,18392E+16
﻿75990066470;Teatre Romea;18.09.96 00:00;22.11.22 10:23;C Hospital;51;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30689E+16;4,58134E+15;4,13806E+16;2,17108E+16
﻿1317124759;Cinesa Diagonal Mar;13.11.01 00:00;17.09.22 02:32;Avinguda Diagonal;3;35;69;Diagonal Mar i el Front Marítim del Poblenou;10;Sant Martí;8019;Barcelona;4,34693E+15;4,58468E+15;4,1411E+14;2,2186E+16
﻿99400266129;Teatre CCCB;11.03.11 00:00;17.09.22 07:33;C Montalegre;5;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30336E+15;4,58171E+15;4,13839E+15;2,16681E+16
﻿92086004631;Teatre;23.04.86 00:00;17.09.22 03:57;C Sant Quintí;32;;64;el Camp de l'Arpa del Clot;10;Sant Martí;8041;BARCELONA;4,31331E+16;4,58498E+15;4,14135E+15;2,17835E+15
﻿99400266441;Sala Raval;16.03.11 00:00;17.09.22 07:33;C Montalegre;5;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30336E+15;4,58171E+15;4,13839E+15;2,16681E+16
﻿98357090249;Auditori Universitat Pompeu Fabra *R T Fargas;23.12.98 00:00;17.09.22 05:46;Ramon Trias Fargas;23;;67;la Vila Olímpica del Poblenou;10;Sant Martí;8005;BARCELONA;4,32362E+16;4,58228E+15;4,13892E+15;2,19098E+16
﻿99400065683;Sala de Conferències;11.11.03 17:55;17.09.22 06:05;Pg Santa Madrona;16;;11;el Poble-sec;3;Sants-Montjuïc;8038;BARCELONA;4,29416E+15;4,58007E+15;4,13691E+15;2,156E+15
﻿92168176499;Sala Beckett - Obrador Internacional de Dramatúrgia;28.04.88 00:00;19.05.21 12:36;C Pere IV;228;;68;el Poblenou;10;Sant Martí;8005;BARCELONA;4,33086E+16;4,584E+12;4,14047E+16;2,19945E+16
﻿97069112423;Lluna Pruna - Teatre Moriqueta;10.03.97 00:00;17.09.22 05:30;Av Gaudí;13;;6;la Sagrada Família;2;Eixample;8025;BARCELONA;4,30982E+15;4,58409E+15;4,14054E+15;2,17428E+16
﻿97038210711;Teatre;07.02.97 00:00;17.09.22 05:28;C Pau Claris;131;;7;la Dreta de l'Eixample;2;Eixample;8009;BARCELONA;4,30345E+16;4,58271E+15;4,13929E+14;2,16681E+16
﻿97041174204;Teatre;10.02.97 00:00;17.09.22 05:28;Pg Bonanova;8;;25;Sant Gervasi - la Bonanova;5;Sarrià-Sant Gervasi;8022;BARCELONA;4,2749E+16;4,58422E+15;4,14062E+16;2,13249E+16
﻿99400111137;Lola Underspace;19.05.05 14:19;17.09.22 06:25;C Pallars;100;;66;el Parc i la Llacuna del Poblenou;10;Sant Martí;8018;BARCELONA;4,32296E+15;4,58295E+15;4,13952E+16;2,19012E+15
﻿99400108595;Teatre;13.04.05 09:31;17.09.22 06:23;C Pons i Gallarza;58;;60;Sant Andreu;9;Sant Andreu;8030;BARCELONA;4,32035E+15;4,58745E+15;4,14357E+16;2,18649E+15
﻿99400609357;Club Onyric;26.09.18 00:00;17.09.22 10:54;Av Paral.lel;91;;11;el Poble-sec;3;Sants-Montjuïc;8004;BARCELONA;4,30151E+16;4,5807E+15;4,13748E+16;2,16473E+16
﻿99400226970;Teatre El Maldà;05.06.09 00:00;17.09.22 07:12;C Pi;5;;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;4,3093E+15;4,58162E+15;4,13832E+15;2,17393E+16
﻿92086004613;Teatre;23.04.86 00:00;17.09.22 03:56;C Provença;591;;64;el Camp de l'Arpa del Clot;10;Sant Martí;8026;BARCELONA;4,31672E+15;4,58465E+15;4,14105E+15;2,18246E+15
﻿93132124245;Teatre;12.05.93 00:00;17.09.22 05:03;C Alfons XII;95;;26;Sant Gervasi - Galvany;5;Sarrià-Sant Gervasi;8006;BARCELONA;4,28645E+16;4,58365E+15;4,14012E+15;2,14636E+16
﻿99400644095;Sants Teatre;13.12.19 00:00;17.09.22 11:10;C Antoni de Capmany;72;;18;Sants;3;Sants-Montjuïc;8014;BARCELONA;4,27655E+16;4,58068E+15;4,13744E+15;2,13488E+15
﻿99217141611;Gran Sarrià Multicines;05.08.99 00:00;13.12.21 09:54;Ronda del General Mitre;34;;24;les Tres Torres;5;Sarrià-Sant Gervasi;8017;Barcelona;4,27537E+14;4,58284E+15;4,13939E+16;2,13321E+13
﻿99400398267;Sala Montseny;01.10.15 00:00;17.09.22 08:27;C Montseny;31;;31;la Vila de Gràcia;6;Gràcia;8012;BARCELONA;4,29398E+15;4,58377E+15;4,14024E+16;2,15537E+15
﻿99284165916;El Teatre Més Petit;11.10.99 00:00;17.09.22 05:54;Encarnació;25;;31;la Vila de Gràcia;6;Gràcia;8012;BARCELONA;4,29693E+15;4,58418E+15;4,14061E+15;2,15884E+16
﻿99400235850;Auditori;11.11.09 00:00;09.09.22 13:17;Carrer de Roc Boronat;134;140;66;el Parc i la Llacuna del Poblenou;10;Sant Martí;8018;Barcelona;432590264;458388422;4,14037E+15;2,19353E+16
﻿75990531988;Fàbrica de Creació Nau Ivanow;06.06.98 00:00;28.06.22 13:45;C Hondures;28;;61;la Sagrera;9;Sant Andreu;8027;BARCELONA;4,32309E+16;4,5857E+15;4,142E+14;2,18997E+16
﻿75990332131;Cinemes Girona;18.09.96 00:00;19.07.21 14:12;Carrer de Girona;175;;7;la Dreta de l'Eixample;2;Eixample;8037;Barcelona;4,3017E+15;4,58346E+15;4,13996E+15;2,16463E+16
﻿99400664939;Teatre Apolo;09.03.21 09:51;19.05.21 12:01;Avinguda del Paral·lel;57;61;11;el Poble-sec;3;Sants-Montjuïc;8004;Barcelona;4,3062E+13;4,5807E+14;4,13748E+15;2,17033E+14
﻿99400164747;Teatre de la Bona Sort;12.07.06 10:25;17.09.22 06:37;C Carders;12;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;4,31463E+15;4,58195E+13;4,13861E+15;2,18027E+16
﻿99400200867;Aquarella Music Restaurant;25.02.08 14:17;16.09.21 11:07;Gran Via de les Corts Catalanes;572;;10;Sant Antoni;2;Eixample;8011;Barcelona;4,29915E+16;4,58175E+15;4,13842E+15;2,16178E+15
﻿99400200867;Aquarella Music Restaurant;25.02.08 14:17;16.09.21 11:07;Gran Via de les Corts Catalanes;572;;10;Sant Antoni;2;Eixample;8011;Barcelona;4,29915E+16;4,58175E+15;4,13842E+15;2,16178E+15
﻿99400679835;Centre de les Arts Lliures;22.11.21 17:03;28.06.22 12:57;Carrer de la Seca;2;2;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;Barcelona;4,31608E+16;4,58182E+15;4,1385E+15;2,18202E+16
﻿99400253875;Sala Lliure de Gràcia;30.08.10 00:00;17.09.22 07:25;C Montseny;47;;31;la Vila de Gràcia;6;Gràcia;8012;BARCELONA;4,29454E+15;4,58381E+15;4,14028E+15;2,15603E+16
﻿99400332756;L'Espai Teatral;19.12.13 00:00;17.09.22 07:59;C Hospital;56;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30628E+16;4,58133E+14;4,13805E+16;2,17035E+16
﻿99400321930;Aquitània Teatre;04.07.13 12:03;21.06.21 15:50;Av Sarrià;33;;9;la Nova Esquerra de l'Eixample;2;Eixample;8029;BARCELONA;4,28495E+15;4,58243E+15;4,13902E+15;2,14472E+15